section,text,clean_text,tokens,tokens_nostop
ICVS monthly newsletter,"The Intranet UMinho, available at https://intranet.uminho.pt/SitePages/Inicio.aspx, is the central internal platform for accessing your institutional email, holiday plan, pay slips, personal data, and the internal document management system (docUM). It also allows you to find all UMinho’s institutional contacts, regularize your attendance, request campus or parking access, and use several other administrative features.",the intranet uminho available at httpsintranetuminhoptsitepagesinicioaspx is the central internal platform for accessing your institutional email holiday plan pay slips personal data and the internal document management system docum it also allows you to find all uminhos institutional contacts regularize your attendance request campus or parking access and use several other administrative features,"['the', 'intranet', 'uminho', 'available', 'httpsintranetuminhoptsitepagesinicioaspx', 'the', 'central', 'internal', 'platform', 'for', 'accessing', 'your', 'institutional', 'email', 'holiday', 'plan', 'pay', 'slip', 'personal', 'data', 'and', 'the', 'internal', 'document', 'management', 'system', 'docum', 'also', 'allows', 'you', 'find', 'all', 'uminhos', 'institutional', 'contact', 'regularize', 'your', 'attendance', 'request', 'campus', 'parking', 'access', 'and', 'use', 'several', 'other', 'administrative', 'feature']","['intranet', 'uminho', 'available', 'httpsintranetuminhoptsitepagesinicioaspx', 'central', 'internal', 'platform', 'accessing', 'institutional', 'email', 'holiday', 'plan', 'pay', 'slip', 'personal', 'data', 'internal', 'document', 'management', 'system', 'docum', 'also', 'allows', 'find', 'uminhos', 'institutional', 'contact', 'regularize', 'attendance', 'request', 'campus', 'parking', 'access', 'use', 'several', 'administrative', 'feature']"
ICVS monthly newsletter,"When your personal data is integrated into the UMinho central system, you will receive a text message from the UMinho Information and Communications Systems Services Unit (USSIC) containing your mechanographic number, which will serve as your login, as well as a link to create your password (https://rstacc.uminho.pt/). Once your password is set, you can access the intranet and all associated services.",when your personal data is integrated into the uminho central system you will receive a text message from the uminho information and communications systems services unit ussic containing your mechanographic number which will serve as your login as well as a link to create your password httpsrstaccuminhopt once your password is set you can access the intranet and all associated services,"['when', 'your', 'personal', 'data', 'integrated', 'into', 'the', 'uminho', 'central', 'system', 'you', 'will', 'receive', 'text', 'message', 'from', 'the', 'uminho', 'information', 'and', 'communication', 'system', 'service', 'unit', 'ussic', 'containing', 'your', 'mechanographic', 'number', 'which', 'will', 'serve', 'your', 'login', 'well', 'link', 'create', 'your', 'password', 'httpsrstaccuminhopt', 'once', 'your', 'password', 'set', 'you', 'can', 'access', 'the', 'intranet', 'and', 'all', 'associated', 'service']","['personal', 'data', 'integrated', 'uminho', 'central', 'system', 'receive', 'text', 'message', 'uminho', 'information', 'communication', 'system', 'service', 'unit', 'ussic', 'containing', 'mechanographic', 'number', 'serve', 'login', 'well', 'link', 'create', 'password', 'httpsrstaccuminhopt', 'password', 'set', 'access', 'intranet', 'associated', 'service']"
ICVS monthly newsletter,Note: Access to the intranet is only possible when you are on campus and connected to the UM network. External access is only available through a VPN connection.,note access to the intranet is only possible when you are on campus and connected to the um network external access is only available through a vpn connection,"['note', 'access', 'the', 'intranet', 'only', 'possible', 'when', 'you', 'are', 'campus', 'and', 'connected', 'the', 'network', 'external', 'access', 'only', 'available', 'through', 'vpn', 'connection']","['note', 'access', 'intranet', 'possible', 'campus', 'connected', 'network', 'external', 'access', 'available', 'vpn', 'connection']"
ICVS monthly newsletter,Intranet - EMED,intranet emed,"['intranet', 'emed']","['intranet', 'emed']"
ICVS monthly newsletter,"The Intranet EMED, available at www.intranet.med.uminho.pt, is where you can find the institutional contacts of EMED/ICVS and a FAQs section. According to your profile, there are several modules that may be useful to you.",the intranet emed available at wwwintranetmeduminhopt is where you can find the institutional contacts of emedicvs and a faqs section according to your profile there are several modules that may be useful to you,"['the', 'intranet', 'emed', 'available', 'wwwintranetmeduminhopt', 'where', 'you', 'can', 'find', 'the', 'institutional', 'contact', 'emedicvs', 'and', 'faq', 'section', 'according', 'your', 'profile', 'there', 'are', 'several', 'module', 'that', 'may', 'useful', 'you']","['intranet', 'emed', 'available', 'wwwintranetmeduminhopt', 'find', 'institutional', 'contact', 'emedicvs', 'faq', 'section', 'according', 'profile', 'several', 'module', 'may', 'useful']"
ICVS monthly newsletter,Your access data is as follows: Username: your mechanographic number (e.g. d12345) Password: your Identification Number (Citizen card or passport),your access data is as follows username your mechanographic number eg d password your identification number citizen card or passport,"['your', 'access', 'data', 'follows', 'username', 'your', 'mechanographic', 'number', 'password', 'your', 'identification', 'number', 'citizen', 'card', 'passport']","['access', 'data', 'follows', 'username', 'mechanographic', 'number', 'password', 'identification', 'number', 'citizen', 'card', 'passport']"
ICVS monthly newsletter,"After your first access, it is recommended that you change your password (PROFILE > CONTACTS). If you are unable to log in with the data provided, click on ""Forgot your password?"" on the login page.",after your first access it is recommended that you change your password profile contacts if you are unable to log in with the data provided click on forgot your password on the login page,"['after', 'your', 'first', 'access', 'recommended', 'that', 'you', 'change', 'your', 'password', 'profile', 'contact', 'you', 'are', 'unable', 'log', 'with', 'the', 'data', 'provided', 'click', 'forgot', 'your', 'password', 'the', 'login', 'page']","['first', 'access', 'recommended', 'change', 'password', 'profile', 'contact', 'unable', 'log', 'data', 'provided', 'click', 'forgot', 'password', 'login', 'page']"
ICVS monthly newsletter,"After logging in, you will have access to a series of FAQs that provide guidance and practical solutions; moreover, you will also be able to find contact details for members of the ICVS community.",after logging in you will have access to a series of faqs that provide guidance and practical solutions moreover you will also be able to find contact details for members of the icvs community,"['after', 'logging', 'you', 'will', 'have', 'access', 'series', 'faq', 'that', 'provide', 'guidance', 'and', 'practical', 'solution', 'moreover', 'you', 'will', 'also', 'able', 'find', 'contact', 'detail', 'for', 'member', 'the', 'icvs', 'community']","['logging', 'access', 'series', 'faq', 'provide', 'guidance', 'practical', 'solution', 'moreover', 'also', 'able', 'find', 'contact', 'detail', 'member', 'icvs', 'community']"
GIEM Platform,"The GIEM is an internal informatic platform designed to streamline ICVS daily operations. Through GIEM, you can manage a variety of tasks, including requesting materials from the warehouse facility, stock management, animal house management, project tracking and budget control, among other aspects.",the giem is an internal informatic platform designed to streamline icvs daily operations through giem you can manage a variety of tasks including requesting materials from the warehouse facility stock management animal house management project tracking and budget control among other aspects,"['the', 'giem', 'internal', 'informatic', 'platform', 'designed', 'streamline', 'icvs', 'daily', 'operation', 'through', 'giem', 'you', 'can', 'manage', 'variety', 'task', 'including', 'requesting', 'material', 'from', 'the', 'warehouse', 'facility', 'stock', 'management', 'animal', 'house', 'management', 'project', 'tracking', 'and', 'budget', 'control', 'among', 'other', 'aspect']","['giem', 'internal', 'informatic', 'platform', 'designed', 'streamline', 'icvs', 'daily', 'operation', 'giem', 'manage', 'variety', 'task', 'including', 'requesting', 'material', 'warehouse', 'facility', 'stock', 'management', 'animal', 'house', 'management', 'project', 'tracking', 'budget', 'control', 'among', 'aspect']"
GIEM Platform,"Access is granted according to your profile within EMED/ICVS — specifically to teaching staff, researchers, scholarship holders, and staff members. Any other member of the EMED/ICVS community must request access from the UA-ICVS Human Resources team, providing justification for the request and a written authorization from the supervisor.",access is granted according to your profile within emedicvs specifically to teaching staff researchers scholarship holders and staff members any other member of the emedicvs community must request access from the uaicvs human resources team providing justification for the request and a written authorization from the supervisor,"['access', 'granted', 'according', 'your', 'profile', 'within', 'emedicvs', 'specifically', 'teaching', 'staff', 'researcher', 'scholarship', 'holder', 'and', 'staff', 'member', 'any', 'other', 'member', 'the', 'emedicvs', 'community', 'must', 'request', 'access', 'from', 'the', 'uaicvs', 'human', 'resource', 'team', 'providing', 'justification', 'for', 'the', 'request', 'and', 'written', 'authorization', 'from', 'the', 'supervisor']","['access', 'granted', 'according', 'profile', 'within', 'emedicvs', 'specifically', 'teaching', 'staff', 'researcher', 'scholarship', 'holder', 'staff', 'member', 'member', 'emedicvs', 'community', 'must', 'request', 'access', 'uaicvs', 'human', 'resource', 'team', 'providing', 'justification', 'request', 'written', 'authorization', 'supervisor']"
GIEM Platform,"To register on the GIEM platform, you need to create a new user account using your Intranet/EMED credentials.",to register on the giem platform you need to create a new user account using your intranetemed credentials,"['register', 'the', 'giem', 'platform', 'you', 'need', 'create', 'new', 'user', 'account', 'using', 'your', 'intranetemed', 'credential']","['register', 'giem', 'platform', 'need', 'create', 'new', 'user', 'account', 'using', 'intranetemed', 'credential']"
GIEM Platform,"Please log in to the application (https://www.giem.med.uminho.pt) and then follow the instructions available in the Intranet EMED FAQs, under the tab “ICVS Laboratory Unit.”",please log in to the application httpswwwgiemmeduminhopt and then follow the instructions available in the intranet emed faqs under the tab icvs laboratory unit,"['please', 'log', 'the', 'application', 'httpswwwgiemmeduminhopt', 'and', 'then', 'follow', 'the', 'instruction', 'available', 'the', 'intranet', 'emed', 'faq', 'under', 'the', 'tab', 'icvs', 'laboratory', 'unit']","['please', 'log', 'application', 'httpswwwgiemmeduminhopt', 'follow', 'instruction', 'available', 'intranet', 'emed', 'faq', 'tab', 'icvs', 'laboratory', 'unit']"
Agendo Platform,"The Agendo platform is an internal, user-friendly tool for managing research infrastructures. It is used to book equipment and specific facilities, offering features such as waiting lists, booking reminders, real-time usage tracking, and automatic booking confirmations.",the agendo platform is an internal userfriendly tool for managing research infrastructures it is used to book equipment and specific facilities offering features such as waiting lists booking reminders realtime usage tracking and automatic booking confirmations,"['the', 'agendo', 'platform', 'internal', 'userfriendly', 'tool', 'for', 'managing', 'research', 'infrastructure', 'used', 'book', 'equipment', 'and', 'specific', 'facility', 'offering', 'feature', 'such', 'waiting', 'list', 'booking', 'reminder', 'realtime', 'usage', 'tracking', 'and', 'automatic', 'booking', 'confirmation']","['agendo', 'platform', 'internal', 'userfriendly', 'tool', 'managing', 'research', 'infrastructure', 'used', 'book', 'equipment', 'specific', 'facility', 'offering', 'feature', 'waiting', 'list', 'booking', 'reminder', 'realtime', 'usage', 'tracking', 'automatic', 'booking', 'confirmation']"
Agendo Platform,"To access Agendo, go to https://uminho.agendoscience.com and create an account using your institutional email credentials. You will then receive an email to create your password and complete your registration.",to access agendo go to httpsuminhoagendosciencecom and create an account using your institutional email credentials you will then receive an email to create your password and complete your registration,"['access', 'agendo', 'httpsuminhoagendosciencecom', 'and', 'create', 'account', 'using', 'your', 'institutional', 'email', 'credential', 'you', 'will', 'then', 'receive', 'email', 'create', 'your', 'password', 'and', 'complete', 'your', 'registration']","['access', 'agendo', 'httpsuminhoagendosciencecom', 'create', 'account', 'using', 'institutional', 'email', 'credential', 'receive', 'email', 'create', 'password', 'complete', 'registration']"
Agendo Platform,"Once your account is validated by the Agendo administrator, log in and click on the locker icon in the upper-left corner of the screen. From there, you can request permission to access the calendars of different facilities, such as the Animal Facility or Cell/Tissue Culture rooms, and equipment, including microscopes, vibrotome, or qPCR machines. A manager will review your request and grant access to the appropriate calendars or booking options.",once your account is validated by the agendo administrator log in and click on the locker icon in the upperleft corner of the screen from there you can request permission to access the calendars of different facilities such as the animal facility or celltissue culture rooms and equipment including microscopes vibrotome or qpcr machines a manager will review your request and grant access to the appropriate calendars or booking options,"['once', 'your', 'account', 'validated', 'the', 'agendo', 'administrator', 'log', 'and', 'click', 'the', 'locker', 'icon', 'the', 'upperleft', 'corner', 'the', 'screen', 'from', 'there', 'you', 'can', 'request', 'permission', 'access', 'the', 'calendar', 'different', 'facility', 'such', 'the', 'animal', 'facility', 'celltissue', 'culture', 'room', 'and', 'equipment', 'including', 'microscope', 'vibrotome', 'qpcr', 'machine', 'manager', 'will', 'review', 'your', 'request', 'and', 'grant', 'access', 'the', 'appropriate', 'calendar', 'booking', 'option']","['account', 'validated', 'agendo', 'administrator', 'log', 'click', 'locker', 'icon', 'upperleft', 'corner', 'screen', 'request', 'permission', 'access', 'calendar', 'different', 'facility', 'animal', 'facility', 'celltissue', 'culture', 'room', 'equipment', 'including', 'microscope', 'vibrotome', 'qpcr', 'machine', 'manager', 'review', 'request', 'grant', 'access', 'appropriate', 'calendar', 'booking', 'option']"
Agendo Platform,"After approval, you will be able to book an equipment in advance, respecting Agendo’s rules and according to your needs. Please note that most of the equipment and facilities available through Agendo require mandatory training before use, and you must complete the necessary training prior to making a booking.",after approval you will be able to book an equipment in advance respecting agendos rules and according to your needs please note that most of the equipment and facilities available through agendo require mandatory training before use and you must complete the necessary training prior to making a booking,"['after', 'approval', 'you', 'will', 'able', 'book', 'equipment', 'advance', 'respecting', 'agendos', 'rule', 'and', 'according', 'your', 'need', 'please', 'note', 'that', 'most', 'the', 'equipment', 'and', 'facility', 'available', 'through', 'agendo', 'require', 'mandatory', 'training', 'before', 'use', 'and', 'you', 'must', 'complete', 'the', 'necessary', 'training', 'prior', 'making', 'booking']","['approval', 'able', 'book', 'equipment', 'advance', 'respecting', 'agendos', 'rule', 'according', 'need', 'please', 'note', 'equipment', 'facility', 'available', 'agendo', 'require', 'mandatory', 'training', 'use', 'must', 'complete', 'necessary', 'training', 'prior', 'making', 'booking']"
ICVS brand kit,"The ICVS brand kit is a collection of visual and design elements, such as logos, color palettes, fonts, and imagery, used to ensure consistent branding across all materials. It includes templates for presentations, posters, and other content, serving as a reference guide to maintain a cohesive and recognizable brand identity.",the icvs brand kit is a collection of visual and design elements such as logos color palettes fonts and imagery used to ensure consistent branding across all materials it includes templates for presentations posters and other content serving as a reference guide to maintain a cohesive and recognizable brand identity,"['the', 'icvs', 'brand', 'kit', 'collection', 'visual', 'and', 'design', 'element', 'such', 'logo', 'color', 'palette', 'font', 'and', 'imagery', 'used', 'ensure', 'consistent', 'branding', 'across', 'all', 'material', 'includes', 'template', 'for', 'presentation', 'poster', 'and', 'other', 'content', 'serving', 'reference', 'guide', 'maintain', 'cohesive', 'and', 'recognizable', 'brand', 'identity']","['icvs', 'brand', 'kit', 'collection', 'visual', 'design', 'element', 'logo', 'color', 'palette', 'font', 'imagery', 'used', 'ensure', 'consistent', 'branding', 'across', 'material', 'includes', 'template', 'presentation', 'poster', 'content', 'serving', 'reference', 'guide', 'maintain', 'cohesive', 'recognizable', 'brand', 'identity']"
General information,"This section serves as a quick reference guide to the essential links, procedures, and policies of the University of Minho (UMinho), the School of Medicine (EMED), and the ICVS. Please read this information carefully and retain it for future reference.",this section serves as a quick reference guide to the essential links procedures and policies of the university of minho uminho the school of medicine emed and the icvs please read this information carefully and retain it for future reference,"['this', 'section', 'serf', 'quick', 'reference', 'guide', 'the', 'essential', 'link', 'procedure', 'and', 'policy', 'the', 'university', 'minho', 'uminho', 'the', 'school', 'medicine', 'emed', 'and', 'the', 'icvs', 'please', 'read', 'this', 'information', 'carefully', 'and', 'retain', 'for', 'future', 'reference']","['section', 'serf', 'quick', 'reference', 'guide', 'essential', 'link', 'procedure', 'policy', 'university', 'minho', 'uminho', 'school', 'medicine', 'emed', 'icvs', 'please', 'read', 'information', 'carefully', 'retain', 'future', 'reference']"
UMinho Identification Card,The UMinho ID Card serves as the official identification document on campus and provides authorized access to:,the uminho id card serves as the official identification document on campus and provides authorized access to,"['the', 'uminho', 'card', 'serf', 'the', 'official', 'identification', 'document', 'campus', 'and', 'provides', 'authorized', 'access']","['uminho', 'card', 'serf', 'official', 'identification', 'document', 'campus', 'provides', 'authorized', 'access']"
UMinho Identification Card,The EMED building outside of normal hours (extraordinary access).,the emed building outside of normal hours extraordinary access,"['the', 'emed', 'building', 'outside', 'normal', 'hour', 'extraordinary', 'access']","['emed', 'building', 'outside', 'normal', 'hour', 'extraordinary', 'access']"
UMinho Identification Card,"The UMinho campus, when the license plate recognition system is not operational.",the uminho campus when the license plate recognition system is not operational,"['the', 'uminho', 'campus', 'when', 'the', 'license', 'plate', 'recognition', 'system', 'not', 'operational']","['uminho', 'campus', 'license', 'plate', 'recognition', 'system', 'operational']"
UMinho Identification Card,"Additionally, if desired, the ID card may be linked to a bank account with Caixa Geral de Depósitos (CGD), also functioning as a CGD bank card.",additionally if desired the id card may be linked to a bank account with caixa geral de depsitos cgd also functioning as a cgd bank card,"['additionally', 'desired', 'the', 'card', 'may', 'linked', 'bank', 'account', 'with', 'caixa', 'geral', 'depsitos', 'cgd', 'also', 'functioning', 'cgd', 'bank', 'card']","['additionally', 'desired', 'card', 'may', 'linked', 'bank', 'account', 'caixa', 'geral', 'depsitos', 'cgd', 'also', 'functioning', 'cgd', 'bank', 'card']"
How to Obtain the UMinho ID Card,"Once you have completed the formal contract signing with UMinho, proceed to the CGD bank branch located on campus to request the issuance of your card. If you choose to link the card to a CGD bank account, it will be mailed directly to the address you provide to the bank.",once you have completed the formal contract signing with uminho proceed to the cgd bank branch located on campus to request the issuance of your card if you choose to link the card to a cgd bank account it will be mailed directly to the address you provide to the bank,"['once', 'you', 'have', 'completed', 'the', 'formal', 'contract', 'signing', 'with', 'uminho', 'proceed', 'the', 'cgd', 'bank', 'branch', 'located', 'campus', 'request', 'the', 'issuance', 'your', 'card', 'you', 'choose', 'link', 'the', 'card', 'cgd', 'bank', 'account', 'will', 'mailed', 'directly', 'the', 'address', 'you', 'provide', 'the', 'bank']","['completed', 'formal', 'contract', 'signing', 'uminho', 'proceed', 'cgd', 'bank', 'branch', 'located', 'campus', 'request', 'issuance', 'card', 'choose', 'link', 'card', 'cgd', 'bank', 'account', 'mailed', 'directly', 'address', 'provide', 'bank']"
How to Obtain the UMinho ID Card,"If the card is intended solely for identification purposes, it will be sent to the EMED Human Resources office, and you will be notified upon its arrival.",if the card is intended solely for identification purposes it will be sent to the emed human resources office and you will be notified upon its arrival,"['the', 'card', 'intended', 'solely', 'for', 'identification', 'purpose', 'will', 'sent', 'the', 'emed', 'human', 'resource', 'office', 'and', 'you', 'will', 'notified', 'upon', 'it', 'arrival']","['card', 'intended', 'solely', 'identification', 'purpose', 'sent', 'emed', 'human', 'resource', 'office', 'notified', 'upon', 'arrival']"
How to Obtain the UMinho ID Card,"UMinho ID cards are also issued to other members of the EMED/ICVS community who do not have a contractual relationship with UMinho but require access to the campus or park, including extraordinary access. These cards are processed by USSIC and forwarded to EMED Human Resources, with recipients being informed upon receipt.",uminho id cards are also issued to other members of the emedicvs community who do not have a contractual relationship with uminho but require access to the campus or park including extraordinary access these cards are processed by ussic and forwarded to emed human resources with recipients being informed upon receipt,"['uminho', 'card', 'are', 'also', 'issued', 'other', 'member', 'the', 'emedicvs', 'community', 'who', 'not', 'have', 'contractual', 'relationship', 'with', 'uminho', 'but', 'require', 'access', 'the', 'campus', 'park', 'including', 'extraordinary', 'access', 'these', 'card', 'are', 'processed', 'ussic', 'and', 'forwarded', 'emed', 'human', 'resource', 'with', 'recipient', 'being', 'informed', 'upon', 'receipt']","['uminho', 'card', 'also', 'issued', 'member', 'emedicvs', 'community', 'contractual', 'relationship', 'uminho', 'require', 'access', 'campus', 'park', 'including', 'extraordinary', 'access', 'card', 'processed', 'ussic', 'forwarded', 'emed', 'human', 'resource', 'recipient', 'informed', 'upon', 'receipt']"
Important Notes if You Do Not Have the UMinho ID Card,"You will not be able to enter the campus or park if the license plate recognition system is not operational. In this case, you must use the south entrance (visitor access), where parking is subject to availability.",you will not be able to enter the campus or park if the license plate recognition system is not operational in this case you must use the south entrance visitor access where parking is subject to availability,"['you', 'will', 'not', 'able', 'enter', 'the', 'campus', 'park', 'the', 'license', 'plate', 'recognition', 'system', 'not', 'operational', 'this', 'case', 'you', 'must', 'use', 'the', 'south', 'entrance', 'visitor', 'access', 'where', 'parking', 'subject', 'availability']","['able', 'enter', 'campus', 'park', 'license', 'plate', 'recognition', 'system', 'operational', 'case', 'must', 'use', 'south', 'entrance', 'visitor', 'access', 'parking', 'subject', 'availability']"
Important Notes if You Do Not Have the UMinho ID Card,"You will not be able to access buildings outside of normal hours. If you have been granted extraordinary access, you must use the intercom and identify yourself so that the Security Guard can validate your entry.",you will not be able to access buildings outside of normal hours if you have been granted extraordinary access you must use the intercom and identify yourself so that the security guard can validate your entry,"['you', 'will', 'not', 'able', 'access', 'building', 'outside', 'normal', 'hour', 'you', 'have', 'been', 'granted', 'extraordinary', 'access', 'you', 'must', 'use', 'the', 'intercom', 'and', 'identify', 'yourself', 'that', 'the', 'security', 'guard', 'can', 'validate', 'your', 'entry']","['able', 'access', 'building', 'outside', 'normal', 'hour', 'granted', 'extraordinary', 'access', 'must', 'use', 'intercom', 'identify', 'security', 'guard', 'validate', 'entry']"
ICVS Identification Card,The ICVS ID Card serves not only as an official identification within the EMED/ICVS facilities but also grants access to restricted areas of ICVS.,the icvs id card serves not only as an official identification within the emedicvs facilities but also grants access to restricted areas of icvs,"['the', 'icvs', 'card', 'serf', 'not', 'only', 'official', 'identification', 'within', 'the', 'emedicvs', 'facility', 'but', 'also', 'grant', 'access', 'restricted', 'area', 'icvs']","['icvs', 'card', 'serf', 'official', 'identification', 'within', 'emedicvs', 'facility', 'also', 'grant', 'access', 'restricted', 'area', 'icvs']"
Photograph Session,New members must have their photograph taken at the Communication Office.,new members must have their photograph taken at the communication office,"['new', 'member', 'must', 'have', 'their', 'photograph', 'taken', 'the', 'communication', 'office']","['new', 'member', 'must', 'photograph', 'taken', 'communication', 'office']"
Photograph Session,M.Sc. and Ph.D. Students: the Post-graduation (UPG-EMED) unit will schedule your photo session.,msc and phd students the postgraduation upgemed unit will schedule your photo session,"['msc', 'and', 'phd', 'student', 'the', 'postgraduation', 'upgemed', 'unit', 'will', 'schedule', 'your', 'photo', 'session']","['msc', 'phd', 'student', 'postgraduation', 'upgemed', 'unit', 'schedule', 'photo', 'session']"
Photograph Session,"All Other Members: please contact João Dias (joaodias@med.uminho.pt)  directly to arrange an appointment. Photograph sessions are available on Wednesdays, between 10:00 a.m. and 12:00 p.m. Please arrive on time at Room I1.14.",all other members please contact joo dias joaodiasmeduminhopt directly to arrange an appointment photograph sessions are available on wednesdays between am and pm please arrive on time at room i,"['all', 'other', 'member', 'please', 'contact', 'joo', 'dia', 'joaodiasmeduminhopt', 'directly', 'arrange', 'appointment', 'photograph', 'session', 'are', 'available', 'wednesday', 'between', 'and', 'please', 'arrive', 'time', 'room']","['member', 'please', 'contact', 'joo', 'dia', 'joaodiasmeduminhopt', 'directly', 'arrange', 'appointment', 'photograph', 'session', 'available', 'wednesday', 'please', 'arrive', 'time', 'room']"
Card Issuance,"After the photograph has been taken, the EMED/ICVS IT Unit (UI) will process your ID card. You will be notified with details regarding when and where to collect it.",after the photograph has been taken the emedicvs it unit ui will process your id card you will be notified with details regarding when and where to collect it,"['after', 'the', 'photograph', 'ha', 'been', 'taken', 'the', 'emedicvs', 'unit', 'will', 'process', 'your', 'card', 'you', 'will', 'notified', 'with', 'detail', 'regarding', 'when', 'and', 'where', 'collect']","['photograph', 'ha', 'taken', 'emedicvs', 'unit', 'process', 'card', 'notified', 'detail', 'regarding', 'collect']"
Important Note,"The access card will only be issued upon presentation of proof of completion of the laboratory safety training. For further details, please refer to section 7.",the access card will only be issued upon presentation of proof of completion of the laboratory safety training for further details please refer to section,"['the', 'access', 'card', 'will', 'only', 'issued', 'upon', 'presentation', 'proof', 'completion', 'the', 'laboratory', 'safety', 'training', 'for', 'further', 'detail', 'please', 'refer', 'section']","['access', 'card', 'issued', 'upon', 'presentation', 'proof', 'completion', 'laboratory', 'safety', 'training', 'detail', 'please', 'refer', 'section']"
How to Request Access to the Parking Facilities,Access the Intranet UMinho.,access the intranet uminho,"['access', 'the', 'intranet', 'uminho']","['access', 'intranet', 'uminho']"
How to Request Access to the Parking Facilities,Navigate to: ÁREA DE TRABALHO → INFRAESTRUTURA → ACESSO AOS CAMPI → EFETUAR PEDIDO.,navigate to rea de trabalho infraestrutura acesso aos campi efetuar pedido,"['navigate', 'rea', 'trabalho', 'infraestrutura', 'acesso', 'aos', 'campi', 'efetuar', 'pedido']","['navigate', 'rea', 'trabalho', 'infraestrutura', 'acesso', 'aos', 'campi', 'efetuar', 'pedido']"
How to Request Access to the Parking Facilities,Complete the registration of your request.,complete the registration of your request,"['complete', 'the', 'registration', 'your', 'request']","['complete', 'registration', 'request']"
How to Request Access to the Parking Facilities,"If you require access to the Biotério Parking (Cais de Carga) or the Covered Parking, select the option Parques condicionados sem lugar assegurado (only for staff, faculty and PhD researchers)",if you require access to the biotrio parking cais de carga or the covered parking select the option parques condicionados sem lugar assegurado only for staff faculty and phd researchers,"['you', 'require', 'access', 'the', 'biotrio', 'parking', 'cais', 'carga', 'the', 'covered', 'parking', 'select', 'the', 'option', 'parques', 'condicionados', 'sem', 'lugar', 'assegurado', 'only', 'for', 'staff', 'faculty', 'and', 'phd', 'researcher']","['require', 'access', 'biotrio', 'parking', 'cais', 'carga', 'covered', 'parking', 'select', 'option', 'parques', 'condicionados', 'sem', 'lugar', 'assegurado', 'staff', 'faculty', 'phd', 'researcher']"
How to Request Access to the Parking Facilities,"After submitting your request, notify the Planning Unit (planeamento@med.uminho.pt) so that your name can be added to the authorized access list for the specified parking areas. Include your full name and ID number.",after submitting your request notify the planning unit planeamentomeduminhopt so that your name can be added to the authorized access list for the specified parking areas include your full name and id number,"['after', 'submitting', 'your', 'request', 'notify', 'the', 'planning', 'unit', 'planeamentomeduminhopt', 'that', 'your', 'name', 'can', 'added', 'the', 'authorized', 'access', 'list', 'for', 'the', 'specified', 'parking', 'area', 'include', 'your', 'full', 'name', 'and', 'number']","['submitting', 'request', 'notify', 'planning', 'unit', 'planeamentomeduminhopt', 'name', 'added', 'authorized', 'access', 'list', 'specified', 'parking', 'area', 'include', 'full', 'name', 'number']"
How to Request Access to the Parking Facilities,Note | For EMED/ICVS members who do not have access to the UMinho Intranet (namely those without an employment contract with UMinho):,note for emedicvs members who do not have access to the uminho intranet namely those without an employment contract with uminho,"['note', 'for', 'emedicvs', 'member', 'who', 'not', 'have', 'access', 'the', 'uminho', 'intranet', 'namely', 'those', 'without', 'employment', 'contract', 'with', 'uminho']","['note', 'emedicvs', 'member', 'access', 'uminho', 'intranet', 'namely', 'without', 'employment', 'contract', 'uminho']"
How to Request Access to the Parking Facilities,Request the form docUM-MOD-0014 from the UA Human Resources team (recursoshumanos@med.uminho.pt),request the form docummod from the ua human resources team recursoshumanosmeduminhopt,"['request', 'the', 'form', 'docummod', 'from', 'the', 'human', 'resource', 'team', 'recursoshumanosmeduminhopt']","['request', 'form', 'docummod', 'human', 'resource', 'team', 'recursoshumanosmeduminhopt']"
How to Request Access to the Parking Facilities,Fill in the form completely and correctly.,fill in the form completely and correctly,"['fill', 'the', 'form', 'completely', 'and', 'correctly']","['fill', 'form', 'completely', 'correctly']"
How to Request Extraordinary Access to EMED Building,Extraordinary access to EMED building is granted by the UA Human Resources team. Access is granted until the end of each calendar year and is automatically renewed at year-end without the need for a renewal request. Staff may request verification of their access status at any time:,extraordinary access to emed building is granted by the ua human resources team access is granted until the end of each calendar year and is automatically renewed at yearend without the need for a renewal request staff may request verification of their access status at any time,"['extraordinary', 'access', 'emed', 'building', 'granted', 'the', 'human', 'resource', 'team', 'access', 'granted', 'until', 'the', 'end', 'each', 'calendar', 'year', 'and', 'automatically', 'renewed', 'yearend', 'without', 'the', 'need', 'for', 'renewal', 'request', 'staff', 'may', 'request', 'verification', 'their', 'access', 'status', 'any', 'time']","['extraordinary', 'access', 'emed', 'building', 'granted', 'human', 'resource', 'team', 'access', 'granted', 'end', 'calendar', 'year', 'automatically', 'renewed', 'yearend', 'without', 'need', 'renewal', 'request', 'staff', 'may', 'request', 'verification', 'access', 'status', 'time']"
How to Request Extraordinary Access to EMED Building,"Faculty/Staff: recursoshumanos@med.uminho.pt Grant holders/Researchers: icvs.rh@med.uminho.pt Please note: To enter the building, the UMinho ID card must be used.",facultystaff recursoshumanosmeduminhopt grant holdersresearchers icvsrhmeduminhopt please note to enter the building the uminho id card must be used,"['facultystaff', 'recursoshumanosmeduminhopt', 'grant', 'holdersresearchers', 'icvsrhmeduminhopt', 'please', 'note', 'enter', 'the', 'building', 'the', 'uminho', 'card', 'must', 'used']","['facultystaff', 'recursoshumanosmeduminhopt', 'grant', 'holdersresearchers', 'icvsrhmeduminhopt', 'please', 'note', 'enter', 'building', 'uminho', 'card', 'must', 'used']"
